point	title	description	icon	iconSize	iconOffset
42.877601,-1.751892			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877612,-1.751925			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877623,-1.751959			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877635,-1.751992			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877646,-1.752025			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877657,-1.752059			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877668,-1.752092			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.87768,-1.752125			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877691,-1.752159			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877702,-1.752192			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877714,-1.752225			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877725,-1.752258			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877736,-1.752292			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877747,-1.752325			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877759,-1.752358			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.87777,-1.752392			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877781,-1.752425			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877793,-1.752458			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877804,-1.752491			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877815,-1.752525			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877827,-1.752558			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877838,-1.752591			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.87785,-1.752624			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877861,-1.752657			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877873,-1.75269			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877884,-1.752724			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877896,-1.752757			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877907,-1.75279			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.877919,-1.752823			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
42.87793,-1.752856			http://gizakatea.gureeskudago.net/assets/images/free.png	4,4	-2,-2
